CUST_ID,CREDIT_CARD_NUMBER,BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,DATE_OF_TXN
CC0500,2137145919322798,16386.49,5026.47,2038.47,8515.12,50682.37,1032.44,419.44,8,2024-12-25
CC0501,5691085119766496,24450.29,21312.23,1763.26,4173.55,42709.6,17424.52,3863.49,34,2024-01-26
CC0502,8157436715283264,36137.13,15884.46,9737.89,1827.9,81261.78,10774.43,1217.56,8,2023-09-25
CC0503,1762563201901909,32933.06,9470.9,8380.26,3793.42,55413.73,19204.05,6638.78,18,2024-02-19
CC0504,7149639768457494,49246.16,6961.57,2420.15,6680.78,64132.14,43242.45,15892.72,21,2024-07-27
CC0505,5356330980026501,27841.33,17424.64,11045.18,561.64,63072.03,15568.28,7399.97,30,2023-11-28
CC0506,9635538721477008,7584.92,6489.55,2649.37,2145.59,13119.44,24.63,4.48,32,2024-11-14
CC0507,6474682122797653,2914.41,1669.98,69.85,9328.82,34791.96,1881.07,388.61,29,2024-04-27
CC0508,4652320802561333,12645.1,5158.39,4075.26,4352.52,19422.74,10901.77,5090.34,29,2023-12-18
CC0509,8715139234186867,14333.15,12580.6,2323.5,3255.42,55673.77,4510.81,1879.98,15,2023-03-06
CC0510,6505714374832254,40045.25,9476.63,6140.1,56.37,72845.92,16433.84,4311.07,27,2023-01-14
CC0511,4057188668926589,45020.98,4545.6,3370.19,7907.97,84240.19,14513.56,5411.64,11,2023-07-16
CC0512,6619122866988264,10494.01,9817.6,6610.79,6387.82,55188.76,5091.53,770.36,21,2024-11-16
CC0513,1273364722353392,32586.62,17860.97,17280.13,8303.7,43400.68,21629.86,3928.32,24,2023-11-25
CC0514,3876032991489024,44736.71,33297.17,6813.0,7409.46,87668.8,8262.38,2758.32,18,2024-08-10
CC0515,9955813243365716,35265.77,7887.2,5031.5,1700.48,50565.05,3016.99,1436.72,28,2023-10-16
CC0516,1826048591313038,44908.05,38742.84,37900.92,6004.81,64757.65,26966.76,7583.15,30,2024-03-30
CC0517,9106203646009877,23513.9,5972.23,5823.02,4063.59,40659.67,6066.0,1248.56,23,2024-04-04
CC0518,8999588603979064,48694.44,43859.51,16225.52,7246.56,93815.5,19347.32,2013.81,24,2024-03-18
CC0519,4847451566009775,31898.9,6616.2,4260.26,5332.16,45660.39,21758.49,2681.95,28,2023-11-25
CC0520,7864810737863869,4359.84,636.45,555.97,6071.83,52341.82,2377.88,1047.97,29,2023-11-13
CC0521,1143376669916722,14593.88,9171.04,3757.48,8098.27,30280.24,6949.81,1376.91,8,2024-10-26
CC0522,1150238184467533,13329.55,927.18,257.02,7816.85,56826.24,2241.63,727.51,7,2024-05-15
CC0523,9691476049284617,27294.71,15378.53,422.42,3122.46,37082.6,6487.67,2747.34,21,2024-07-19
CC0524,0143555095445499,17430.12,11608.43,3721.27,5329.98,35451.95,17319.68,6584.42,10,2023-10-12
CC0525,4983922937466487,16493.05,11612.24,444.73,7127.39,37991.54,5120.44,2196.58,7,2023-12-22
CC0526,7599559651312801,46579.71,38930.83,28205.78,959.72,61050.57,16950.61,2971.39,7,2023-07-23
CC0527,8467574192465941,16957.89,16811.95,1306.18,1445.83,53656.49,2912.74,1111.05,7,2024-09-10
CC0528,5750227197560933,23195.89,6120.19,1064.18,4094.06,47983.62,14660.9,3669.15,30,2024-08-01
CC0529,7128405554232729,24088.06,4830.9,2571.79,3988.42,55171.07,5510.21,2674.04,35,2023-04-29
CC0530,6145387471558992,42150.74,15192.41,13391.06,1863.43,59813.28,6035.11,2574.74,8,2024-06-01
CC0531,6414537336860204,1028.13,927.26,325.21,2372.04,49535.48,478.28,159.13,18,2023-10-13
CC0532,8887199194110145,1701.69,599.72,485.1,8973.68,36121.06,563.94,168.74,36,2024-12-26
CC0533,9196061449482202,48450.36,22577.43,5690.65,7286.73,90236.39,28014.12,5493.12,36,2023-12-16
CC0534,8522741647199212,36011.09,2901.53,1959.11,6743.18,83662.9,17987.6,7663.79,18,2023-08-21
CC0535,1030103399703515,18919.81,11847.15,4019.18,6895.62,42073.78,13962.64,6218.3,29,2023-08-02
CC0536,7911569971508407,20925.55,17162.72,8007.55,7142.38,30782.34,20544.29,8865.14,22,2023-08-20
CC0537,7464380367230079,6306.51,5635.44,2119.13,6565.88,11859.98,4114.36,569.72,15,2024-11-25
CC0538,8272200697878489,32083.6,31202.08,18691.38,7630.24,66675.06,17052.06,6712.48,33,2023-09-14
CC0539,6752807542014296,28901.94,15532.26,5333.95,6351.37,77961.03,24939.44,4668.16,27,2023-08-17
CC0540,4138139140545681,8825.81,7072.66,4379.46,2635.77,19337.08,4792.54,1749.92,28,2024-05-31
CC0541,0538829723611857,42041.37,20992.76,10235.07,8938.42,51263.74,41835.75,9125.84,8,2024-05-10
CC0542,9843398210419224,36521.51,941.35,642.53,7644.06,73994.13,14291.97,2965.53,13,2024-10-13
CC0543,4168702811675022,1748.0,1243.13,911.79,1776.28,51247.52,91.01,39.35,11,2024-03-13
CC0544,3274925612853933,6738.38,2014.51,100.2,5624.06,13623.24,6410.21,2477.48,36,2024-01-14
CC0545,8107693813602919,21727.72,9503.76,5017.49,4681.03,33688.09,10775.74,1730.48,28,2024-04-30
CC0546,5819081548500310,28215.83,12666.55,5656.27,1108.25,46091.93,452.36,201.58,16,2024-01-12
CC0547,6340003409488448,30005.24,22885.06,14601.48,2258.69,60541.06,15483.03,6668.13,23,2023-11-27
CC0548,3395682371175763,32724.36,12163.35,8095.49,7333.44,42463.08,23954.8,9296.71,12,2023-02-05
CC0549,2746649989595628,23371.58,1963.4,456.52,1491.59,61309.46,17058.2,7383.19,25,2023-06-08
CC0550,1029957229355336,34033.94,22362.45,7483.1,3965.0,77664.58,30226.37,14050.59,22,2023-12-24
CC0551,7043023854514818,41152.66,4941.62,2244.89,7286.44,52158.54,38662.78,5730.77,31,2023-01-02
CC0552,0900037730871141,45034.81,16538.46,3912.4,8793.41,74180.06,26171.77,7770.07,19,2024-08-14
CC0553,5962375582204343,19388.91,10893.48,198.6,1514.29,35299.92,766.59,280.85,6,2024-01-13
CC0554,2734791890224849,46565.07,22913.46,700.71,8124.17,87446.61,23108.64,4784.66,27,2023-01-31
CC0555,8444403710379571,33329.97,5939.55,910.73,4711.65,47560.04,12050.87,5267.22,33,2024-01-11
CC0556,8116657927081064,47064.85,26922.49,16526.99,3342.38,57993.37,10819.38,2953.16,28,2023-06-19
CC0557,3740406945757158,32954.98,31561.47,14707.12,7954.01,72269.9,22610.89,9763.8,24,2023-07-28
CC0558,5174126831822399,17636.38,14063.18,10012.77,6902.79,57399.39,13548.27,1801.96,16,2023-12-16
CC0559,7751547382484358,33620.05,16950.48,16545.62,7811.79,82828.65,2626.6,779.97,6,2023-09-17
CC0560,0128094793420517,23121.37,19963.9,17313.14,3840.87,48979.74,1408.77,266.32,16,2023-07-16
CC0561,3723157029841509,5884.08,1228.17,116.91,8244.61,20077.46,1372.8,473.33,6,2023-04-18
CC0562,6014043044576232,11016.36,10201.07,3958.1,7420.44,43254.96,4880.14,2434.14,31,2023-02-28
CC0563,8094502548297461,19344.81,16918.78,11772.65,4428.98,64541.55,1148.41,118.61,29,2024-10-24
CC0564,1359922715957696,39959.24,30557.41,10101.18,6589.16,75189.18,8980.08,1566.21,7,2024-07-02
CC0565,9623027143100822,14538.16,863.56,617.71,8625.39,55628.26,1355.36,449.87,21,2024-12-29
CC0566,3844514931885616,36357.93,33878.11,20366.29,6631.04,75624.09,24763.14,8671.61,15,2023-09-24
CC0567,4338285458262715,27747.07,4716.56,3219.69,6855.47,37895.33,22640.41,6980.18,6,2023-07-10
CC0568,1770305445940645,7033.31,2630.75,276.31,3003.7,27292.95,1036.22,124.24,13,2023-10-19
CC0569,0401134997622456,28039.08,14009.47,10181.74,9893.11,71399.57,18420.54,6907.85,16,2023-10-18
CC0570,0478943928392853,26738.45,23530.83,19125.53,9920.6,41532.02,8422.26,3790.27,33,2024-04-09
CC0571,7279908810911762,34605.37,22401.91,16168.07,9147.09,67553.23,22137.28,2568.03,27,2023-01-16
CC0572,9194093685134982,25243.16,7241.11,952.39,5726.89,44137.52,25028.51,10511.48,14,2024-12-03
CC0573,3994499780481090,46328.78,38725.36,13330.07,3780.11,70035.21,3941.9,1344.84,29,2024-02-23
CC0574,6455436710770177,3892.1,2231.29,1624.05,2256.0,39758.4,2620.13,662.47,23,2024-08-14
CC0575,1238719727697678,39158.72,34191.23,22717.44,7968.8,49215.02,37194.82,9300.9,8,2024-09-20
CC0576,3348463700446419,27068.68,25676.39,25529.57,148.17,76976.44,23748.68,11471.98,18,2023-11-15
CC0577,3921192133091906,24951.57,11332.0,4271.47,7139.7,69715.45,5066.14,1736.28,21,2024-10-17
CC0578,5611389040626749,4832.72,1707.56,1420.22,3218.39,28396.37,386.57,90.97,31,2023-11-29
CC0579,7696258666304966,36406.27,19586.73,17921.04,9143.38,51655.91,5462.05,608.23,17,2023-08-08
CC0580,0649085879414800,26284.1,1287.5,933.37,2708.83,56145.93,24273.7,12011.67,33,2024-04-14
CC0581,6461132988333616,22654.47,13539.18,271.92,4740.27,70176.48,16887.1,7920.4,29,2024-05-05
CC0582,7580218834290380,20954.41,17056.17,6274.33,909.07,30019.59,12758.98,1846.1,8,2024-05-18
CC0583,6931103100267993,16419.78,7871.66,872.37,6737.19,40947.7,11419.73,1511.42,27,2024-08-19
CC0584,7613869060174290,47458.96,39614.39,5145.22,5341.9,63887.66,15306.59,1789.81,24,2024-01-23
CC0585,2544908780158848,2107.39,668.58,35.4,250.22,33736.9,1899.25,293.89,16,2023-01-13
CC0586,3754505808015555,32158.84,8443.9,399.97,1973.81,59221.52,28789.49,12400.28,15,2024-05-01
CC0587,7646377227451776,12778.56,986.07,281.85,2374.54,61430.92,4302.61,626.94,14,2023-04-17
CC0588,2331738364285515,11974.24,8752.88,6614.76,1920.85,52896.51,5704.95,1116.04,9,2024-07-16
CC0589,0933281384038364,8889.3,6032.33,542.22,6272.59,58385.15,102.18,45.81,22,2024-11-24
CC0590,7577774462060901,1179.52,538.81,497.34,5904.09,22126.86,904.81,92.29,8,2024-12-25
CC0591,1532276034847880,42521.13,995.14,457.6,6706.38,59083.33,36870.42,10763.29,11,2024-10-09
CC0592,6772807200901546,19528.25,19025.31,694.65,7559.15,44933.68,10613.33,1811.72,17,2023-11-20
CC0593,3961168478040572,44159.77,34605.17,22025.89,5231.88,71630.08,32899.14,14996.24,25,2024-02-12
CC0594,4537573942661099,44304.82,42812.2,33847.68,6817.85,49543.92,30077.29,10092.75,8,2024-11-06
CC0595,9371759927114793,15209.79,2814.6,2762.8,3923.49,38786.96,5468.77,2159.64,32,2024-11-07
CC0596,9423236178961419,46753.09,13630.96,10713.26,4321.17,65580.52,46013.93,22624.86,20,2023-01-26
CC0597,7522185093206567,2324.64,796.35,193.14,9478.43,43884.74,2009.93,410.27,25,2024-06-18
CC0598,1291799989088390,49551.84,34274.22,24112.03,6348.56,89488.9,8835.96,1028.92,19,2023-06-20
CC0599,1987161020145051,37931.62,10816.1,6548.15,9308.07,48767.52,20373.31,10008.49,10,2023-03-22
CC0600,4155841531747059,33157.93,29352.38,15075.83,3470.99,56752.61,10243.47,2828.64,35,2023-01-24
CC0601,4658475142202129,29050.01,2134.37,1024.14,3188.78,52977.06,11819.01,3131.66,28,2024-04-13
CC0602,7122907002855823,9245.82,4953.5,4615.14,9224.72,16737.15,1042.33,491.62,13,2023-09-01
CC0603,2717666416342309,23035.2,3244.07,374.27,5786.04,62021.13,5990.38,1222.15,14,2024-06-08
CC0604,8087361261263983,10676.69,1096.43,907.21,6025.34,33087.36,4755.81,1289.88,29,2024-09-14
CC0605,8572626056141892,11852.87,1241.28,922.62,879.31,51354.25,4840.75,2186.1,24,2024-12-07
CC0606,9284250876397191,2605.63,2216.07,1110.18,1624.23,43189.74,1299.53,613.17,14,2023-05-08
CC0607,9710245199173931,21408.34,10092.84,7072.58,2623.48,45137.61,15238.65,4337.94,24,2024-07-18
CC0608,8779091824906765,11102.36,8854.19,1984.22,2428.82,17125.89,6341.64,3028.7,25,2024-03-13
CC0609,5724674688501626,4296.38,4118.63,3271.37,5124.91,23385.91,3035.68,606.43,22,2023-02-21
CC0610,2251750942215057,13410.31,13302.21,12908.86,3282.85,49162.48,8317.27,2087.58,31,2024-09-03
CC0611,1880254057779055,16298.79,6806.04,5511.06,3173.63,47488.79,8297.38,3016.53,11,2024-05-22
CC0612,0588743335655948,27392.45,13559.53,4498.62,7464.9,44011.75,6634.53,2466.44,33,2024-01-23
CC0613,0494352923056115,9613.92,1811.76,1671.52,4517.6,37910.04,8497.94,1341.9,33,2024-02-14
CC0614,4076558039858720,45154.91,1187.25,1040.35,2037.02,86596.33,12934.56,2773.1,10,2023-07-25
CC0615,5355755142033833,24702.75,824.88,760.25,2677.93,30263.37,17358.61,7455.66,29,2024-02-29
CC0616,7584576941586765,6285.31,4125.2,2614.39,761.96,35973.29,496.02,203.57,22,2024-05-25
CC0617,1694555481244322,9105.1,6617.53,5941.41,9314.56,15091.01,8799.96,3170.4,36,2024-05-13
CC0618,7546296934721508,14222.77,2019.82,696.83,9660.72,53968.53,8517.27,3325.26,12,2023-11-29
CC0619,2000633388700079,37911.0,3633.45,3182.36,9581.53,70688.08,21158.37,9025.73,31,2023-03-05
CC0620,4520561874185195,15421.5,5091.38,2684.19,4871.26,56969.18,14134.88,2813.45,33,2023-12-24
CC0621,0987104288322274,23537.19,15576.08,7184.57,7043.13,30862.79,5401.1,1206.86,29,2023-06-26
CC0622,8991182769722460,42031.65,33176.15,21827.24,5916.04,83934.59,23541.69,4828.92,20,2024-12-19
CC0623,0945225361476842,27198.54,19842.41,10954.98,1949.81,66833.48,26899.17,5869.97,13,2023-10-19
CC0624,7052434529278632,4143.86,3512.59,1802.95,3348.98,44520.31,2749.09,983.2,26,2024-09-09
CC0625,3983437845374834,39293.46,20121.13,5828.35,3428.26,76047.73,23055.93,6097.22,25,2023-11-15
CC0626,0387307210269894,40162.33,794.13,302.59,3712.13,82636.96,35316.14,13448.63,16,2024-04-10
CC0627,6853443467488022,8489.96,6946.65,5945.13,6444.91,28647.26,3319.57,731.52,18,2024-06-10
CC0628,6249826775393930,36236.26,8140.12,5473.15,8758.4,58845.95,17835.21,8468.32,9,2024-10-07
CC0629,1424647400056161,26663.02,10397.69,8632.93,4407.85,66980.52,11713.87,1420.99,23,2024-06-09
CC0630,9608522329623409,6497.03,2068.23,343.92,2054.86,51748.89,2383.23,265.26,17,2023-02-11
CC0631,9431060486935723,38890.35,18167.8,11954.39,4006.27,84321.47,36058.81,15590.96,6,2023-01-05
CC0632,9478599113696626,33831.45,20276.4,13094.66,2151.9,58639.31,13621.26,5765.23,11,2023-08-06
CC0633,7787461872249795,47536.26,42393.18,7778.07,6348.04,88248.18,24861.3,4231.66,19,2023-12-14
CC0634,6754300536854512,43994.84,25963.3,22792.06,4499.56,62171.1,9842.97,1796.08,21,2023-12-12
CC0635,9755341213291403,23026.34,4417.75,295.61,2718.49,49018.01,7616.02,1799.5,18,2023-12-20
CC0636,3469328982813683,12144.85,5034.68,1584.99,8865.18,17211.13,3062.83,1402.44,17,2023-10-27
CC0637,0172637027311374,29095.1,18248.93,7289.6,1560.91,47105.37,4110.85,1615.24,36,2023-10-13
CC0638,4995967761615031,33302.28,12768.43,2157.62,1026.12,64377.47,4740.06,2282.19,17,2024-01-31
CC0639,7106815089217890,22668.45,14744.32,13392.44,6903.09,68845.55,8705.49,1750.38,26,2023-10-11
CC0640,4746108280810269,9289.02,3813.24,1571.97,5639.2,41363.7,240.1,99.97,24,2024-11-25
CC0641,8200284431320471,10796.08,10068.41,1772.65,9332.33,42829.88,7995.72,1564.14,15,2024-04-27
CC0642,6927060425612047,5491.18,2609.31,1536.78,8066.86,11759.71,1211.92,485.61,15,2023-09-19
CC0643,5402372397282180,5810.61,5455.17,846.61,6244.0,47129.35,4806.02,812.8,36,2023-08-20
CC0644,8152288204977638,3568.13,1194.32,924.65,5200.32,42099.21,1491.68,547.21,28,2024-06-10
CC0645,4106922764199119,43289.15,39196.4,21159.66,5226.69,78645.48,9651.14,4370.21,9,2024-02-11
CC0646,0973051149607836,33352.82,28650.34,9058.3,3233.28,78598.24,23853.1,7164.62,11,2023-04-10
CC0647,4127492571483050,43372.88,11993.53,10624.23,3453.41,91804.71,17846.33,8868.44,21,2023-09-11
CC0648,9419770312727106,48153.4,28956.76,9996.72,7590.26,78027.57,5936.75,2527.85,35,2023-12-29
CC0649,8010079145667684,37893.28,14024.58,12664.48,5551.59,47580.54,21992.89,8209.03,30,2024-03-19
CC0650,7210119620650987,43345.55,4567.44,706.44,8260.08,70856.31,31163.93,6383.67,18,2023-09-23
CC0651,0543150689464917,25149.24,3268.57,2914.75,2443.69,73745.6,3433.71,1698.22,15,2024-11-26
CC0652,3292201453645125,15790.37,6553.16,6180.26,9468.28,32104.11,15689.52,5031.39,25,2023-05-04
CC0653,2478530209264497,19975.27,2082.69,0.24,7593.73,43996.94,17267.07,3496.27,21,2023-05-23
CC0654,0207955914987322,43169.5,33255.42,4096.66,8565.87,83520.76,13867.99,1710.47,29,2024-09-05
CC0655,0490766704264705,21711.82,654.25,258.23,6271.32,28529.6,17694.34,6359.7,35,2024-12-02
CC0656,8642364556254226,18243.27,16649.29,15722.64,242.56,41611.54,686.82,138.2,35,2024-02-18
CC0657,7284945352561036,30322.53,29134.23,11810.72,6730.73,58370.29,16630.96,6480.88,20,2023-12-19
CC0658,0865062985923297,19255.39,18951.73,185.78,1347.75,52474.07,2151.65,553.6,21,2023-09-29
CC0659,3649677315968324,2560.95,1597.98,116.54,857.6,12893.6,227.48,33.37,35,2024-08-06
CC0660,4742881006393992,3369.93,989.18,642.54,4794.01,26976.57,204.69,37.74,35,2023-09-09
CC0661,1575945113436060,24840.91,17650.44,2201.77,692.98,33428.28,22343.56,6462.29,12,2023-05-09
CC0662,5633725926675031,47725.44,4270.23,946.07,8492.15,95971.39,23448.81,6492.22,7,2023-02-12
CC0663,0732723420309512,14805.09,12047.78,1050.95,1838.84,34971.36,3913.47,1015.29,26,2023-10-10
CC0664,2699984508373769,28055.82,27676.91,9623.56,9311.06,33935.09,24665.76,5393.84,14,2023-02-11
CC0665,1004220215853654,13308.1,4746.28,4049.09,1601.3,45850.4,4999.2,970.61,20,2024-03-05
CC0666,4223417439711611,36496.23,27346.16,5442.2,7090.06,52433.4,2331.89,471.55,27,2023-08-10
CC0667,4398388534263015,22756.56,10882.61,2947.65,9990.7,53511.33,261.18,92.72,36,2024-02-23
CC0668,9037139076838412,34923.89,14466.46,9455.39,1140.57,49394.34,21412.81,6251.86,12,2024-07-28
CC0669,0619015525649876,24418.1,18537.43,16010.0,5142.16,41396.57,3665.56,476.66,8,2024-04-12
CC0670,0589536645776230,19188.42,1545.44,91.75,8129.03,29198.44,1106.68,129.27,6,2023-06-24
CC0671,5325813963317763,12830.72,1227.43,564.28,8845.57,47918.02,5063.29,903.3,22,2024-12-10
CC0672,8190254483062173,33230.3,20224.54,3371.04,1726.29,39935.01,29586.13,3740.04,32,2024-04-14
CC0673,9241170384868174,49897.0,24791.43,14311.03,642.45,98729.47,46993.29,8162.64,33,2023-05-18
CC0674,0319341358188017,19631.05,10025.64,1118.38,7935.38,45589.72,15412.95,5830.3,34,2023-10-27
CC0675,4059149873555223,10002.65,4664.77,605.45,1987.58,22561.73,1445.44,245.84,13,2023-05-12
CC0676,0690686008509030,6172.34,5439.98,5009.03,1396.32,18431.82,3258.91,424.92,32,2024-01-01
CC0677,4281188726992767,8676.62,2715.1,2428.18,468.91,50785.84,8124.72,3178.77,12,2024-02-17
CC0678,9563371441189565,31256.54,1440.12,3.97,1763.77,77378.21,22354.7,4187.87,22,2023-10-25
CC0679,4389633481416764,18512.44,1312.48,1085.7,5333.32,35533.91,11259.42,3340.24,20,2024-04-20
CC0680,4714227244911982,19597.33,15961.55,15866.7,5044.76,63499.79,4851.78,2119.57,32,2024-10-01
CC0681,4675739540927051,13977.72,1830.0,821.24,8780.51,58423.51,5978.68,2344.52,29,2023-04-12
CC0682,3249069070024245,30392.93,30349.02,17688.98,4434.09,60266.65,9817.93,3776.78,30,2023-07-25
CC0683,1586285323319164,46981.81,33538.21,14581.39,7219.01,74335.49,26475.23,4508.08,36,2023-05-25
CC0684,4065421202853338,47497.7,9869.37,7673.1,6774.26,60198.59,31629.08,12349.13,35,2023-06-12
CC0685,5466299978831662,36697.24,9850.48,8016.11,5183.14,60015.1,31205.46,3183.44,22,2024-06-21
CC0686,5778408843511099,46598.19,37522.66,12300.92,9495.65,79669.81,16868.06,6868.36,29,2024-08-21
CC0687,2270908660054075,38854.38,16848.07,3125.99,9326.21,62665.64,3679.98,615.8,19,2024-08-24
CC0688,2222074292577898,9908.91,6911.22,5621.55,4773.27,43306.14,4857.0,574.93,36,2023-10-18
CC0689,0681740638552452,46805.32,5423.53,1497.2,7643.83,80716.05,3151.17,867.43,26,2024-11-19
CC0690,0591361856201861,48701.88,14812.17,4724.19,7462.15,71055.28,22934.02,10180.76,28,2023-05-21
CC0691,6596163502323142,8504.55,3286.91,1754.83,6411.04,47757.23,2286.73,597.41,24,2023-04-12
CC0692,4478538057941133,7347.65,4326.14,1161.59,2834.92,12683.06,6677.33,1205.29,19,2023-03-18
CC0693,8482018565453426,8595.58,3501.02,3166.07,7381.68,13631.38,7418.88,1317.31,26,2023-11-12
CC0694,6282446683121136,29066.31,7190.7,1964.82,6810.5,69210.19,13632.2,6710.01,27,2023-10-31
CC0695,9105342132997267,29829.64,8902.16,7415.67,5496.89,47450.87,28258.22,12993.43,25,2023-09-06
CC0696,1002298396065181,13243.34,7070.81,5794.54,7275.31,46450.25,3637.32,1522.68,28,2023-10-15
CC0697,4249198463637562,42313.86,17509.83,1356.66,1103.53,85316.46,36150.67,9570.27,10,2024-10-05
CC0698,1178643447728795,31706.33,31576.13,4450.39,4662.77,75393.49,12127.74,5818.15,32,2024-03-25
CC0699,9230137688582225,12247.16,2153.34,853.35,3105.2,30571.88,12116.15,4940.08,26,2024-11-26
CC0700,1132350213512485,43758.68,27018.32,16407.65,521.47,88648.81,35181.44,6745.88,19,2024-04-08
CC0701,6708694206802828,24594.94,958.9,224.68,2055.29,62604.1,9549.88,4215.9,25,2023-07-18
CC0702,3121691388532088,26570.2,26484.04,13224.67,8609.11,53783.05,10332.67,1053.15,17,2023-01-02
CC0703,0686273752090641,12830.22,12730.35,6234.48,6473.94,46439.83,11434.34,3337.25,31,2023-11-07
CC0704,0531940967949593,20737.88,15424.0,4329.74,6423.14,36364.59,17555.68,8743.55,9,2024-06-27
CC0705,0213092566631744,12781.49,8780.56,3756.55,4810.89,27052.72,2465.04,1137.48,19,2023-08-26
CC0706,9591189961848332,25424.12,5565.86,250.29,5419.5,32385.14,11121.72,2694.81,32,2023-07-17
CC0707,3567224383988924,3651.51,2297.39,282.08,7441.69,26840.35,2255.71,1023.38,17,2023-08-01
CC0708,0996543175305776,30481.16,11625.83,11040.11,8491.53,64868.19,20979.26,2342.57,12,2024-01-01
CC0709,9007401236664927,17686.42,13502.46,7114.97,461.35,56759.2,17362.8,4406.18,8,2024-05-23
CC0710,1878946529904367,28241.91,4272.58,1692.59,4507.83,47774.12,11364.84,3736.05,20,2024-06-20
CC0711,6367072413344537,21234.22,10295.05,3389.61,7886.9,66982.16,3659.21,1278.25,12,2024-05-02
CC0712,5277975887064491,37449.55,9086.43,488.06,8096.07,85752.53,31459.69,12297.14,21,2024-12-28
CC0713,5587676017219821,28882.08,6272.33,3854.34,7909.01,72091.46,2489.75,680.86,34,2024-12-30
CC0714,7688988337576118,9432.86,1218.34,1052.76,70.67,29513.22,9255.45,4470.29,8,2023-11-20
CC0715,3825534616950054,40824.51,993.64,334.92,8880.55,90139.02,14537.97,4828.92,20,2024-11-04
CC0716,4816361729671784,18154.04,11604.13,10127.06,6018.72,50978.32,12815.7,2835.97,15,2024-04-12
CC0717,7243354484423902,39874.96,19665.11,9943.83,1561.37,74980.82,38155.84,18119.76,19,2024-08-05
CC0718,8294298971340335,30983.75,21004.27,11470.95,6564.55,78510.42,28376.9,5726.59,21,2024-01-11
CC0719,5718496202992598,12845.85,5809.8,5278.18,8316.27,31052.66,10193.61,4414.41,17,2023-03-31
CC0720,3930272860277305,15708.08,11173.59,6702.56,6052.1,47926.58,1953.72,266.32,27,2023-02-20
CC0721,5811337974301043,6063.65,4366.87,3778.81,6078.42,13878.58,5858.08,2214.61,30,2024-08-19
CC0722,0883759702635371,23553.33,7723.55,789.35,8623.23,69144.42,10013.19,3639.18,29,2024-04-25
CC0723,2486507363614072,16732.5,15609.33,14313.4,2525.12,50279.78,392.18,122.58,11,2023-09-23
CC0724,1699515353384474,44471.59,11262.98,8119.99,6304.44,60834.57,21197.84,9196.77,21,2023-09-30
CC0725,1184287738248775,11047.81,2186.51,1346.23,7659.71,16527.32,1223.42,348.07,8,2024-11-28
CC0726,4718507734902506,8758.31,6578.69,1329.56,508.97,37368.14,2502.84,584.62,26,2023-09-16
CC0727,4455373133228941,48059.79,29829.95,22263.31,4847.07,71597.39,43734.81,17209.26,13,2023-12-05
CC0728,4748847082177622,49834.76,24373.67,20001.9,8889.57,71096.26,3411.06,442.69,9,2023-07-09
CC0729,7710709571462811,44119.06,35293.04,19464.91,6772.2,74771.83,35374.12,9150.26,28,2023-04-18
CC0730,9208501026439156,44190.24,31469.1,24510.93,8039.56,72150.93,21297.46,2614.57,24,2024-05-18
CC0731,7485450170759349,16174.78,10766.41,7910.41,1512.93,41256.95,14726.25,7170.74,14,2023-12-20
CC0732,1830793651279948,46424.37,15892.26,4854.04,4316.18,81636.04,32145.16,7897.94,19,2024-11-06
CC0733,3565582430520967,12934.01,12848.65,5755.74,2254.84,41452.29,4985.56,783.14,9,2023-03-14
CC0734,5569153444470337,48454.14,1146.2,167.89,1352.02,60153.26,14673.04,7304.26,13,2023-12-07
CC0735,0568263282070672,3362.34,657.76,301.29,1000.62,43816.0,394.09,145.08,35,2024-12-02
CC0736,0948370295212215,30725.88,22896.57,6349.05,3260.87,52330.29,5538.55,1470.54,25,2024-09-01
CC0737,4703132823924098,17229.04,2414.46,2307.05,2385.28,39665.56,4522.01,1497.78,13,2024-12-27
CC0738,4404963418698667,22216.4,6831.7,2518.08,5612.77,57545.97,21783.91,6032.86,14,2023-04-07
CC0739,2476871391590762,39803.2,25342.47,9516.62,4334.24,64956.0,5957.98,2620.99,10,2024-09-05
CC0740,2649868308506720,29382.87,2552.08,1518.42,8901.0,39328.11,20861.97,5909.07,12,2024-08-19
CC0741,9248302108787044,36102.56,23003.8,20352.7,6179.68,60226.75,14247.4,2513.98,28,2023-07-27
CC0742,8746991930315842,17673.12,1623.77,1416.94,1485.34,49547.69,9776.08,1416.53,8,2023-11-19
CC0743,9247015980728547,46793.35,35811.73,11126.74,248.11,78906.92,23082.32,3594.64,25,2024-04-29
CC0744,1306667981267599,27695.09,15225.57,10312.94,1571.1,53940.97,17365.65,8612.74,35,2024-11-03
CC0745,0877686548662998,45488.16,3486.77,329.99,9784.73,75177.55,35333.94,6031.66,32,2024-09-08
CC0746,2439359410908377,23121.03,7809.67,7381.88,5778.46,57473.77,20137.27,3847.92,24,2024-11-19
CC0747,6833093353296109,4995.01,3616.57,3608.67,4695.52,48886.99,3345.86,612.16,21,2023-07-27
CC0748,8993082764127781,34976.53,23185.64,16357.25,5879.24,42780.55,30454.99,15176.41,34,2023-12-08
CC0749,2027902329612510,13165.87,5659.16,4712.02,5424.06,23640.74,6888.54,3316.14,21,2024-10-28
CC0750,8771985886615455,2831.72,1229.08,1215.19,3247.82,41635.69,255.23,71.81,16,2024-05-20
